nazov,okres,typ_zariadenia,detail_url,kategoria,operator,kod,psc,mesto,web,email,telefon,ulica
"Psychiatrická ambulancia, Bratislava-Nové Mesto, (PreMedix)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/psychiatricka-ambulancia-bratislava-nove-mesto-premedix.html?page_id=146289,Ambulancia,PreMedix,61-51658984-A0010,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Všeobecná ambulancia pre dospelých, Bratislava-Nové Mesto, (PreMedix)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/vseobecna-ambulancia-pre-dospelych-bratislava-nove-mesto-premedix.html?page_id=146290,Ambulancia,PreMedix,61-51658984-A0006,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia diabetológie a porúch látkovej premeny a výživy, Bratislava-Nové Mesto, (PreMedix)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-diabetologie-a-poruch-latkovej-premeny-a-vyzivy-bratislava-nove-mesto-premedix.html?page_id=146278,Ambulancia,PreMedix,61-51658984-A0007,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia klinickej imunológie a alergológie, Bratislava-Nové Mesto, (PreMedix)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-klinickej-imunologie-a-alergologie-bratislava-nove-mesto-premedix.html?page_id=146279,Ambulancia,PreMedix,61-51658984-A0008,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia klinickej onkológie, Bratislava-Nové Mesto, (PreMedix)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-klinickej-onkologie-bratislava-nove-mesto-premedix.html?page_id=146280,Ambulancia,PreMedix,61-51658984-A0012,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia lekárskej genetiky, Bratislava-Nové Mesto, (PreMedix)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-lekarskej-genetiky-bratislava-nove-mesto-premedix.html?page_id=146281,Ambulancia,PreMedix,61-51658984-A0015,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia plastickej chirurgie, Bratislava-Nové Mesto, (PreMedix)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-plastickej-chirurgie-bratislava-nove-mesto-premedix.html?page_id=146282,Ambulancia,PreMedix,61-51658984-A0017,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Angiologická ambulancia, Bratislava-Nové Mesto, (PreMedix)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/angiologicka-ambulancia-bratislava-nove-mesto-premedix.html?page_id=146283,Ambulancia,PreMedix,61-51658984-A0014,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"SVaLZ, fyzioterapia funkčných a štrukturálnych porúch pohybového systému, Bratislava-Nové Mesto, (Moverall, s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/svalz-fyzioterapia-funkcnych-a-strukturalnych-poruch-pohyboveho-systemu-bratislava-nove-mesto-moverall-s.-r.-o..html?page_id=146210,SVaLZ,"Moverall, s. r. o.",61-52597997-A0001,85101,Bratislava,www.moverall.sk,info@moverall.sk,,Záporožská 12
"Nefrologická ambulancia, Bratislava-Nové Mesto, (KMI medical s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/nefrologicka-ambulancia-bratislava-nove-mesto-kmi-medical-1.html?page_id=146020,Ambulancia,KMI medical s.r.o.,61-50243764-A0002,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Stacionár, nefrológia, Bratislava-Nové Mesto, (KMI medical s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/stacionar-nefrologia-bratislava-nove-mesto-kmi-medical.html?page_id=146022,Iné,KMI medical s.r.o.,61-50243764-A0003,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Stacionár, nefrológia, Bratislava-Nové Mesto, (KMI medical s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/stacionar-nefrologia-bratislava-nove-mesto-kmi-medical-1.html?page_id=146023,Iné,KMI medical s.r.o.,61-50243764-A0004,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Nefrologická ambulancia, Bratislava-Nové Mesto, (KMI medical s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/nefrologicka-ambulancia-bratislava-nove-mesto-kmi-medical.html?page_id=146019,Ambulancia,KMI medical s.r.o.,61-50243764-A0001,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"ORTOHIP, Bratislava-Rača, (ORTOHIP s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ortohip-bratislava-raca-ortohip-1.html?page_id=145806,Iné,ORTOHIP s.r.o.,61-36688410-A0002,83106,"Bratislava - mestská časť Rača
Poisťovne",www.ortohip.sk,,,
"ORTOHIP, Bratislava-Rača, (ORTOHIP s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ortohip-bratislava-raca-ortohip.html?page_id=145807,Iné,ORTOHIP s.r.o.,61-36688410-A0001,83106,"Bratislava - mestská časť Rača
Poisťovne",www.ortohip.sk,recepcia@ortohip.sk,0902 462 951,
"ORTOHIP, Bratislava-Rača, (ORTOHIP s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ortohip-bratislava-raca-ortohip-2.html?page_id=145808,Iné,ORTOHIP s.r.o.,61-36688410-A0003,83106,"Bratislava - mestská časť Rača
Poisťovne",www.ortohip.sk,recepcia@ortohip.sk,0902 462 951,
"Neurologická ambulancia, Bratislava-Nové Mesto, (Ozon clinic s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/neurologicka-ambulancia-bratislava-nove-mesto-ozon-clinic.html?page_id=145804,Ambulancia,Ozon clinic s.r.o.,61-50267515-A0001,83103,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Dispečing dopravnej zdravotnej služby, Bratislava-Vajnory, (ELEZI, s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/dispecing-dopravnej-zdravotnej-sluzby-bratislava-vajnory-elezi.html?page_id=145696,Iné,"ELEZI, s.r.o.",,83107,"Bratislava - mestská časť Vajnory
Poisťovne",,,,
"Tkanivové zariadenie, Tehelná, Bratislava-Nové Mesto, (Sanatórium Helios Bratislava, s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/tkanivove-zariadenie-tehelna-bratislava-nove-mesto-sanatorium-helios-bratislava-s.-r.-o..html?page_id=145630,Iné,"Sanatórium Helios Bratislava, s. r. o.",51-52598543-A0001,83103,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ortopédia pre deti a dospelých, Bratislava-Nové Mesto, (SPORTMED, s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ortopedia-pre-deti-a-dospelych-bratislava-nove-mesto-sportmed.html?page_id=145612,Iné,"SPORTMED, s.r.o.",61-35870281-A0031,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",www.sportmed.sk,recepcia@sportmed.sk,,"A2.09
OC Galéria Vlárska
Vlárska
48"
"Ortopedická ambulancia a protetika, Bratislava-Nové Mesto, (SPORTMED, s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ortopedicka-ambulancia-a-protetika-bratislava-nove-mesto-sportmed.html?page_id=145613,Ambulancia,"SPORTMED, s.r.o.",61-35870281-A0032,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",www.sportmed.sk,recepcia@sportmed.sk,,"A-2.06
OC Galéria Vlárska
Vlárska
48"
"Stacionár, ortopédia, Bratislava-Nové Mesto, (SPORTMED, s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/stacionar-ortopedia-bratislava-nove-mesto-sportmed.html?page_id=145614,Iné,"SPORTMED, s.r.o.",61-35870281-A0033,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",www.sportmed.sk,,,"A-2.06
OC Galéria Vlárska
Vlárska
48"
"Ambulancia detskej chirurgie, MUDr. Pavol Omaník, PhD., Bratislava-Nové Mesto, (Chiroma s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-detskej-chirurgie-mudr.-pavol-omanik-phd.-bratislava-nove-mesto-chiroma-s.-r.-o..html?page_id=145402,Ambulancia,Chiroma s. r. o.,61-54427932-A0001,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Mobilný hospic, Bratislava-Vajnory, (ELEZI, s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/mobilny-hospic-bratislava-vajnory-elezi.html?page_id=145353,Iné,"ELEZI, s.r.o.",61-48207306-A0003,83107,"Bratislava - mestská časť Vajnory
Poisťovne",,ados@elezi.sk,,
"Kardiologická ambulancia, Bratislava-Nové Mesto, (Zdravotnícke centrum MAGNIFICAT, s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/kardiologicka-ambulancia-bratislava-nove-mesto-zdravotnicke-centrum-magnificat.html?page_id=145337,Ambulancia,"Zdravotnícke centrum MAGNIFICAT, s.r.o.",61-35947977-A0008,83103,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Nové Mesto, (Dental Centrum Dobeš Vlárska s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-zubneho-lekarstva-bratislava-nove-mesto-dental-centrum-dobes-vlarska-2.html?page_id=145263,Ambulancia,Dental Centrum Dobeš Vlárska s.r.o.,61-54966281-A0003,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia dentálnej hygieny, Bratislava-Nové Mesto, (Dental Centrum Dobeš Vlárska s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-dentalnej-hygieny-bratislava-nove-mesto-dental-centrum-dobes-vlarska.html?page_id=145260,Ambulancia,Dental Centrum Dobeš Vlárska s.r.o.,61-54966281-A0004,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Nové Mesto, (Dental Centrum Dobeš Vlárska s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-zubneho-lekarstva-bratislava-nove-mesto-dental-centrum-dobes-vlarska.html?page_id=145261,Ambulancia,Dental Centrum Dobeš Vlárska s.r.o.,61-54966281-A0001,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Nové Mesto, (Dental Centrum Dobeš Vlárska s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-zubneho-lekarstva-bratislava-nove-mesto-dental-centrum-dobes-vlarska-1.html?page_id=145262,Ambulancia,Dental Centrum Dobeš Vlárska s.r.o.,61-54966281-A0002,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Stacionár, detská psychiatria, Bratislava-Nové Mesto, (Národný ústav detských chorôb)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/stacionar-detska-psychiatria-bratislava-nove-mesto-narodny-ustav-detskych-chorob.html?page_id=145222,Iné,Národný ústav detských chorôb,51-00607231-A0164,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",www.nudch.eu,,,
"SVaLZ, fyziatria, balneológia a liečebná rehabilitácia, Bratislava-Nové Mesto, (Dr. Alfen - Spine Center, s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/svalz-fyziatria-balneologia-a-liecebna-rehabilitacia-bratislava-nove-mesto-dr.-alfen-spine-center-s.-r.-o..html?page_id=145097,SVaLZ,"Dr. Alfen - Spine Center, s. r. o.",61-54495288-A0001,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",www.liecbachrbtice.sk,,,
"Ambulancia vnútorného lekárstva, Bratislava-Nové Mesto, (Kardiovaskulárne centrum s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-vnutorneho-lekarstva-bratislava-nove-mesto-kardiovaskularne-centrum-s.-r.-o..html?page_id=145086,Ambulancia,Kardiovaskulárne centrum s. r. o.,51-43885152-A0005,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",www.zzz.sk,,,
"Ambulancia maxilofaciálnej chirurgie, MUDr. Dušan Tudík, Bratislava-Nové Mesto, (Tudík, s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-maxilofacialnej-chirurgie-mudr.-dusan-tudik-bratislava-nove-mesto-tudik-s.-r.-o..html?page_id=144785,Ambulancia,"Tudík, s. r. o.",61-54669511-A0002,83102,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia zubného lekárstva, MUDr. Dušan Tudík, Bratislava-Nové Mesto, (Tudík, s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-zubneho-lekarstva-mudr.-dusan-tudik-bratislava-nove-mesto-tudik-s.-r.-o..html?page_id=144786,Ambulancia,"Tudík, s. r. o.",61-54669511-A0001,83102,"Bratislava - mestská časť Nové Mesto
Poisťovne",www.ylux.sk,,,
"Ambulancia pediatrickej neurológie, MUDr.Katarína  Balažovjechová, Bratislava-Nové Mesto, (VITANERV s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-pediatrickej-neurologie-mudr.katarina-balazovjechova-bratislava-nove-mesto-vitanerv.html?page_id=144283,Ambulancia,VITANERV s.r.o.,61-54655846-A0001,83103,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,+421917803688,
"SVaLZ, rádiológia, Bratislava-Nové Mesto, (PreMedix)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/svalz-radiologia-bratislava-nove-mesto-premedix.html?page_id=144266,SVaLZ,PreMedix,61-51658984-A0004,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia vnútorného lekárstva, Bratislava-Nové Mesto, (PreMedix)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-vnutorneho-lekarstva-bratislava-nove-mesto-premedix.html?page_id=144265,Ambulancia,PreMedix,61-51658984-A0003,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"ADOS - ELEZI, Roľnícka, Bratislava-Vajnory, (ELEZI, s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ados-elezi-rolnicka-bratislava-vajnory-elezi.html?page_id=143980,Iné,"ELEZI, s.r.o.",61-48207306-A0002,83107,"Bratislava - mestská časť Vajnory
Poisťovne",,ados@elezi.sk,,
"Chirurgická ambulancia, Bratislava-Nové Mesto, (JR medical s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/chirurgicka-ambulancia-bratislava-nove-mesto-jr-medical.html?page_id=143936,Ambulancia,JR medical s.r.o.,61-47528931-A0001,83103,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,+421 915 459 567,
"Všeobecná ambulancia pre dospelých, Bratislava-Nové Mesto, (Maritim s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/vseobecna-ambulancia-pre-dospelych-bratislava-nove-mesto-maritim-s.-r.-o..html?page_id=143807,Ambulancia,Maritim s. r. o.,61-54754143-A0001,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,+421 910 400 333,
"Neurologická ambulancia, Bratislava-Nové Mesto, (PreMedix)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/neurologicka-ambulancia-bratislava-nove-mesto-premedix.html?page_id=143780,Ambulancia,PreMedix,61-51658984-A0002,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia pracovného lekárstva, MUDr. Karol Gutléber, Bratislava-Rača, (TP Sante s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-pracovneho-lekarstva-mudr.-karol-gutleber-bratislava-raca-tp-sante-s.-r.-o..html?page_id=143580,Ambulancia,TP Sante s. r. o.,51-35945249-A0031,83152,"Bratislava - mestská časť Rača
Poisťovne",www.team-prevent.sk,,,
"Ambulancia liečebnej pedagogiky, Bratislava-Nové Mesto, (Dialóg spol. s r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-liecebnej-pedagogiky-bratislava-nove-mesto-dialog-spol.-s-r.o..html?page_id=143570,Ambulancia,Dialóg spol. s r.o.,51-35695030-A0015,83103,"Bratislava - mestská časť Nové Mesto
Poisťovne",www.centrumdialog.sk,,+421255565871,
"Dermatovenerologická ambulancia, Bratislava-Nové Mesto, (Národný onkologický ústav v Bratislave)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/dermatovenerologicka-ambulancia-bratislava-nove-mesto-narodny-onkologicky-ustav-v-bratislave.html?page_id=143566,Ambulancia,Národný onkologický ústav v Bratislave,51-00165336-A0151,83310,"Bratislava - mestská časť Nové Mesto
Poisťovne",www.nou.sk,,,
"Jednodňová zdravotná starostlivosť, gynekológia a pôrodníctvo, Bratislava-Nové Mesto, (Sanatórium Helios Bratislava, s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/jednodnova-zdravotna-starostlivost-gynekologia-a-porodnictvo-bratislava-nove-mesto-sanatorium-helios-bratislava-s.-r.-o..html?page_id=143451,Jednodňová starostlivosť,"Sanatórium Helios Bratislava, s. r. o.",61-52598543-A0002,83103,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Neurologická ambulancia, Bratislava-Nové Mesto, (Bohdal RAJ s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/neurologicka-ambulancia-bratislava-nove-mesto-bohdal-raj-s.-r.-o..html?page_id=143429,Ambulancia,Bohdal RAJ s. r. o.,61-53524101-A0001,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,"A2.12
RAJ zdravia
Limbová
1A"
"SVaLZ, fyzioterapia, Bratislava-Nové Mesto, (Bohdal RAJ s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/svalz-fyzioterapia-bratislava-nove-mesto-bohdal-raj-s.-r.-o..html?page_id=143430,SVaLZ,Bohdal RAJ s. r. o.,61-53524101-A0002,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,"A2.29
RAJ zdravia
Limbová
1A"
"Tkanivové zariadenie, Klenová, Bratislava-Nové Mesto, (Národný onkologický ústav v Bratislave)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/tkanivove-zariadenie-klenova-bratislava-nove-mesto-narodny-onkologicky-ustav-v-bratislave.html?page_id=143310,Iné,Národný onkologický ústav v Bratislave,51-00165336-A0150,83310,"Bratislava - mestská časť Nové Mesto
Poisťovne",www.nou.sk,,,
"Ambulancia zubného lekárstva, Bratislava-Nové Mesto, (100matolog, s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-zubneho-lekarstva-bratislava-nove-mesto-100matolog.html?page_id=143307,Ambulancia,"100matolog, s.r.o.",51-36653705-A0003,83103,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia čeľustnej ortopédie, Bratislava-Rača, (TANDS, s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-celustnej-ortopedie-bratislava-raca-tands.html?page_id=143164,Ambulancia,"TANDS, s.r.o.",61-35973358-A0003,83106,"Bratislava - mestská časť Rača
Poisťovne",,,+421 243330110,
"Ambulancia zubného lekárstva, Bratislava-Nové Mesto, (Openko, s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-zubneho-lekarstva-bratislava-nove-mesto-openko-s.-r.-o..html?page_id=143146,Ambulancia,"Openko, s. r. o.",61-52362264-A0001,83102,"Bratislava - mestská časť Nové Mesto
Poisťovne",,openko.dental@gmail.com,+421 911 853 339,
"Ambulancia zubného lekárstva, Bratislava-Nové Mesto, (Openko, s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-zubneho-lekarstva-bratislava-nove-mesto-openko-s.-r.-o.-1.html?page_id=143147,Ambulancia,"Openko, s. r. o.",61-52362264-A0002,83102,"Bratislava - mestská časť Nové Mesto
Poisťovne",,openko.dental@gmail.com,+421 911 853 339,
"Ambulancia zubného lekárstva, Bratislava-Nové Mesto, (Openko, s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-zubneho-lekarstva-bratislava-nove-mesto-openko-s.-r.-o.-2.html?page_id=143148,Ambulancia,"Openko, s. r. o.",61-52362264-A0003,83102,"Bratislava - mestská časť Nové Mesto
Poisťovne",,openko.dental@gmail.com,+421 911 853 339,
"Všeobecná ambulancia pre dospelých, MUDr. Beata Mihaliková, Bratislava-Nové Mesto, (curae s. r. o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/vseobecna-ambulancia-pre-dospelych-mudr.-beata-mihalikova-bratislava-nove-mesto-curae-s.-r.-o..html?page_id=143142,Ambulancia,curae s. r. o.,61-53780337-A0002,83101,"Bratislava - mestská časť Nové Mesto
Poisťovne",,mihalikova.mudr@gmail.com,,
"Ambulancia zubného lekárstva, Bratislava-Nové Mesto, (DentalPlus s.r.o.)",Bratislava III,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iii/ambulancia-zubneho-lekarstva-bratislava-nove-mesto-dentalplus.html?page_id=143103,Ambulancia,DentalPlus s.r.o.,61-54216427-A0001,83103,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Špecializovaná nemocnica, Nobelova, Bratislava-Nové Mesto, (Sanom s.r.o.)",Bratislava III,Ústavné,https://www.e-vuc.sk/bsk/zdravotnictvo/ustavne-zdravotnicke-zariadenia/bratislava-iii/specializovana-nemocnica-nobelova-bratislava-nove-mesto-sanom.html?page_id=140981,Nemocnica,Sanom s.r.o.,51-52108341-A0001,83102,"Bratislava - mestská časť Nové Mesto
Poisťovne",,,,
"Ambulancia akupunktúry, Bratislava-Karlova Ves, (Fors Projects s. r. o.)",Bratislava IV,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iv/ambulancia-akupunktury-bratislava-karlova-ves-fors-projects-s.-r.-o..html?page_id=153424,Ambulancia,Fors Projects s. r. o.,61-53133587-A0001,84105,"Bratislava - mestská časť Karlova Ves
Poisťovne",,,,
"Ambulancia klinickej logopédie, Bratislava-Karlova Ves, (LOGOMEDICA s. r. o.)",Bratislava IV,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iv/ambulancia-klinickej-logopedie-bratislava-karlova-ves-logomedica-s.-r.-o..html?page_id=153363,Ambulancia,LOGOMEDICA s. r. o.,61-56979398-A0001,84104,"Bratislava - mestská časť Karlova Ves
Poisťovne",,,,
"Kiddocare - všeobecná ambulancia pre deti, Bratislava-Dúbravka, (k:clinic s. r. o.)",Bratislava IV,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iv/kiddocare-vseobecna-ambulancia-pre-deti-bratislava-dubravka-kclinic-s.-r.-o..html?page_id=153187,Ambulancia,k:clinic s. r. o.,61-47148969-A0001,84102,"Bratislava - mestská časť Dúbravka
Poisťovne",www.kiddocare.sk,ambulancia@kiddocare.sk,,
